Year,Rk,Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
2009,24,Phoenix Suns,2-0,0-2,1-1,0-2,0-2,1-3,2-1,2-0,3-1,1-2,1-1,4-0,1-3,3-1,0-2,2-0,2-1,1-1,1-2,1-1,4-0,1-1,1-1,,2-2,3-1,1-3,2-0,2-2,2-0
2009,25,Portland Trail Blazers,1-1,1-1,1-1,2-0,0-2,0-3,2-2,2-0,1-2,1-2,2-0,3-1,2-2,4-0,2-0,2-0,4-0,2-0,2-2,2-0,3-1,1-1,0-2,2-2,,3-0,3-1,2-0,2-2,2-0
2009,26,Sacramento Kings,0-2,0-2,0-2,0-2,0-2,1-3,1-3,0-2,2-2,0-3,0-2,3-1,1-3,2-2,0-2,0-2,3-1,0-2,1-3,1-1,1-2,0-2,0-2,1-3,0-3,,0-3,0-2,0-4,0-2
2009,27,San Antonio Spurs,2-0,1-1,2-0,2-0,0-2,2-2,1-2,1-1,4-0,2-2,2-0,4-0,1-2,4-0,1-1,0-2,4-0,2-0,2-2,1-1,2-2,0-2,1-1,3-1,1-3,3-0,,1-1,3-0,2-0
2009,28,Toronto Raptors,1-3,0-4,2-2,3-1,0-3,0-2,0-2,0-3,1-1,1-1,2-2,2-0,0-2,1-1,2-1,2-2,2-0,2-2,0-2,2-2,1-1,2-2,2-2,0-2,0-2,2-0,1-1,,0-2,2-1
2009,29,Utah Jazz,1-1,1-1,1-1,0-2,0-2,2-2,2-2,2-0,2-2,2-2,2-0,3-0,1-2,4-0,0-2,1-1,3-1,1-1,3-0,1-1,3-1,0-2,2-0,2-2,2-2,4-0,0-3,2-0,,1-1
2009,30,Washington Wizards,0-4,0-3,1-3,1-3,2-2,0-2,0-2,1-3,1-1,1-1,1-2,1-1,0-2,0-2,0-4,0-3,2-0,2-2,0-2,1-3,1-1,0-4,0-4,0-2,0-2,2-0,0-2,1-2,1-1,
-9,Rk,Team,ATL,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOH,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS
2008,1,Atlanta Hawks,,0-3,2-2,2-2,1-2,1-1,1-1,0-4,1-1,0-2,1-2,1-1,1-1,2-0,3-1,2-2,2-0,1-3,0-2,4-0,2-2,3-1,1-1,0-2,1-1,0-2,1-1,1-2,1-1,2-2
2008,2,Boston Celtics,3-0,,3-1,4-0,2-2,2-0,1-1,2-1,1-1,2-0,3-0,2-0,2-0,2-0,4-0,4-0,2-0,4-0,1-1,4-0,1-2,3-1,1-1,2-0,2-0,2-0,2-0,3-1,1-1,1-3
2008,3,Charlotte Bobcats,2-2,1-3,,1-3,1-3,0-2,1-1,0-3,1-1,0-2,3-1,2-0,1-1,1-1,3-1,1-2,2-0,1-3,0-2,1-2,1-3,1-2,0-2,2-0,0-2,0-2,2-0,2-2,1-1,1-3
2008,4,Chicago Bulls,2-2,0-4,3-1,,3-1,0-2,1-1,3-1,1-1,0-2,2-2,1-1,0-2,1-1,2-1,3-1,1-1,1-2,0-2,2-2,0-4,1-3,0-2,0-2,1-1,0-2,2-0,1-2,1-1,1-2
2008,5,Cleveland Cavaliers,2-1,2-2,3-1,1-3,,1-1,0-2,1-3,1-1,0-2,4-0,2-0,2-0,2-0,3-0,1-3,2-0,1-3,0-2,2-1,1-3,2-1,0-2,2-0,2-0,1-1,1-1,3-1,1-1,2-2
2008,6,Dallas Mavericks,1-1,0-2,2-0,2-0,1-1,,1-2,1-1,3-1,3-1,1-1,4-0,1-3,4-0,2-0,1-1,3-0,1-1,2-2,2-0,2-0,1-1,2-1,2-2,2-1,1-3,3-1,1-1,2-2,0-2
2008,7,Denver Nuggets,1-1,1-1,1-1,1-1,2-0,2-1,,0-2,3-1,2-2,1-1,3-1,0-3,4-0,2-0,1-1,4-0,2-0,1-2,1-1,1-1,1-1,2-2,2-2,2-1,2-2,3-1,2-0,1-3,2-0
2008,8,Detroit Pistons,4-0,1-2,3-0,1-3,3-1,1-1,2-0,,2-0,1-1,4-0,2-0,1-1,2-0,4-0,3-1,2-0,3-0,2-0,2-2,2-2,2-2,2-0,1-1,0-2,2-0,2-0,3-1,0-2,2-1
2008,9,Golden State Warriors,1-1,1-1,1-1,1-1,1-1,1-3,1-3,0-2,,2-2,1-1,3-1,2-2,4-0,2-0,2-0,3-1,1-1,1-2,2-0,1-1,2-0,2-2,2-2,3-1,2-1,2-1,2-0,0-3,2-0
2008,10,Houston Rockets,2-0,0-2,2-0,2-0,2-0,1-3,2-2,1-1,2-2,,2-0,3-0,2-1,3-1,1-1,2-0,3-0,2-0,2-2,2-0,1-1,0-2,2-2,4-0,2-2,2-2,4-0,1-1,1-2,2-0
2008,11,Indiana Pacers,2-1,0-3,1-3,2-2,0-4,1-1,1-1,0-4,1-1,0-2,,1-1,0-2,1-1,3-1,3-1,1-1,2-2,1-1,4-0,1-2,3-0,0-2,2-0,1-1,0-2,1-1,1-3,1-1,2-2
2008,12,Los Angeles Clippers,1-1,0-2,0-2,1-1,0-2,0-4,1-3,0-2,1-3,0-3,1-1,,0-4,3-1,1-1,1-1,1-3,2-0,0-4,2-0,0-2,0-2,1-3,0-3,3-1,0-3,2-1,1-1,1-3,0-2
2008,13,Los Angeles Lakers,1-1,0-2,1-1,2-0,0-2,3-1,3-0,1-1,2-2,1-2,2-0,4-0,,2-1,2-0,1-1,3-0,1-1,2-2,2-0,1-1,2-0,3-1,2-2,3-1,2-2,4-0,2-0,3-1,2-0
2008,14,Memphis Grizzlies,0-2,0-2,1-1,1-1,0-2,0-4,0-4,0-2,0-4,1-3,1-1,1-3,1-2,,2-0,0-2,2-2,2-0,0-4,2-0,1-1,0-2,0-3,0-3,2-2,1-3,3-1,0-2,0-3,1-1
2008,15,Miami Heat,1-3,0-4,1-3,1-2,0-3,0-2,0-2,0-4,0-2,1-1,1-3,1-1,0-2,0-2,,2-2,1-1,1-2,0-2,1-3,0-4,0-3,1-1,0-2,1-1,0-2,1-1,0-4,1-1,0-4
2008,16,Milwaukee Bucks,2-2,0-4,2-1,1-3,3-1,1-1,1-1,1-3,0-2,0-2,1-3,1-1,1-1,2-0,2-2,,1-1,0-4,0-2,1-2,1-2,1-3,0-2,0-2,0-2,0-2,1-1,1-2,0-2,2-2
2008,17,Minnesota Timberwolves,0-2,0-2,0-2,1-1,0-2,0-3,0-4,0-2,1-3,0-3,1-1,3-1,0-3,2-2,1-1,1-1,,1-1,1-3,1-1,1-1,1-1,2-2,0-4,2-1,0-4,1-3,0-2,2-2,0-2
2008,18,New Jersey Nets,3-1,0-4,3-1,2-1,3-1,1-1,0-2,0-3,1-1,0-2,2-2,0-2,1-1,0-2,2-1,4-0,1-1,,0-2,1-3,1-3,2-2,0-2,1-1,0-2,0-2,2-0,1-3,1-1,2-1
2008,19,New Orleans Hornets,2-0,1-1,2-0,2-0,2-0,2-2,2-1,0-2,2-1,2-2,1-1,4-0,2-2,4-0,2-0,2-0,3-1,2-0,,2-0,1-1,2-0,4-0,2-2,1-2,2-2,3-0,1-1,1-3,0-2
2008,20,New York Knicks,0-4,0-4,2-1,2-2,1-2,0-2,1-1,2-2,0-2,0-2,0-4,0-2,0-2,0-2,3-1,2-1,1-1,3-1,0-2,,1-3,1-3,0-2,0-2,0-2,0-2,0-2,1-3,1-1,2-1
2008,21,Orlando Magic,2-2,2-1,3-1,4-0,3-1,0-2,1-1,2-2,1-1,1-1,2-1,2-0,1-1,1-1,4-0,2-1,1-1,3-1,1-1,3-1,,3-1,0-2,2-0,1-1,0-2,2-0,2-1,0-2,3-1
2008,22,Philadelphia 76ers,1-3,1-3,2-1,3-1,1-2,1-1,1-1,2-2,0-2,2-0,0-3,2-0,0-2,2-0,3-0,3-1,1-1,2-2,0-2,3-1,1-3,,1-1,1-1,1-1,1-1,2-0,1-3,0-2,2-2
2008,23,Phoenix Suns,1-1,1-1,2-0,2-0,2-0,1-2,2-2,0-2,2-2,2-2,2-0,3-1,1-3,3-0,1-1,2-0,2-2,2-0,0-4,2-0,2-0,1-1,,3-0,4-0,3-1,4-0,2-0,1-2,2-0
2008,24,Portland Trail Blazers,2-0,0-2,0-2,2-0,0-2,2-2,2-2,1-1,2-2,0-4,0-2,3-0,2-2,3-0,2-0,2-0,4-0,1-1,2-2,2-0,0-2,1-1,0-3,,1-3,0-3,2-2,1-1,3-1,1-1
2008,25,Sacramento Kings,1-1,0-2,2-0,1-1,0-2,1-2,1-2,2-0,1-3,2-2,1-1,1-3,1-3,2-2,1-1,2-0,1-2,2-0,2-1,2-0,1-1,1-1,0-4,3-1,,1-3,3-1,1-1,2-2,0-2
2008,26,San Antonio Spurs,2-0,0-2,2-0,2-0,1-1,3-1,2-2,0-2,1-2,2-2,2-0,3-0,2-2,3-1,2-0,2-0,4-0,2-0,2-2,2-0,2-0,1-1,1-3,3-0,3-1,,2-1,1-1,2-2,2-0
2008,27,Seattle SuperSonics,1-1,0-2,0-2,0-2,1-1,1-3,1-3,0-2,1-2,0-4,1-1,1-2,0-4,1-3,1-1,1-1,3-1,0-2,0-3,2-0,0-2,0-2,0-4,2-2,1-3,1-2,,1-1,0-4,0-2
2008,28,Toronto Raptors,2-1,1-3,2-2,2-1,1-3,1-1,0-2,1-3,0-2,1-1,3-1,1-1,0-2,2-0,4-0,2-1,2-0,3-1,1-1,3-1,1-2,3-1,0-2,1-1,1-1,1-1,1-1,,0-2,1-3
2008,29,Utah Jazz,1-1,1-1,1-1,1-1,1-1,2-2,3-1,2-0,3-0,2-1,1-1,3-1,1-3,3-0,1-1,2-0,2-2,1-1,3-1,1-1,2-0,2-0,2-1,1-3,2-2,2-2,4-0,2-0,,2-0
2008,30,Washington Wizards,2-2,3-1,3-1,2-1,2-2,2-0,0-2,1-2,0-2,0-2,2-2,2-0,0-2,1-1,4-0,2-2,2-0,1-2,2-0,1-2,1-3,2-2,0-2,1-1,2-0,0-2,2-0,3-1,0-2,
-10,Rk,Team,ATL,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOK,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS
2007,1,Atlanta Hawks,,3-1,1-3,0-4,1-3,0-2,1-1,1-2,2-0,1-1,1-3,2-0,0-2,2-0,0-4,1-2,2-0,1-2,0-2,1-2,3-1,1-3,1-1,1-1,1-1,0-2,0-2,2-2,0-2,1-3
2007,2,Boston Celtics,1-3,,2-2,0-3,1-2,0-2,1-1,0-4,0-2,1-1,1-3,0-2,0-2,1-1,1-2,2-2,1-1,2-2,0-2,3-1,1-3,1-3,0-2,2-0,0-2,1-1,1-1,1-3,0-2,0-3
2007,3,Charlotte Bobcats,3-1,2-2,,1-2,2-2,0-2,1-1,2-2,1-1,0-2,1-2,0-2,2-0,0-2,2-2,2-2,1-1,1-2,1-1,2-2,2-2,2-2,0-2,0-2,1-1,1-1,0-2,0-3,1-1,2-2
2007,4,Chicago Bulls,4-0,3-0,2-1,,2-2,1-1,1-1,3-1,1-1,0-2,3-1,0-2,1-1,1-1,3-1,4-0,0-2,1-3,2-0,3-1,1-2,2-1,1-1,2-0,0-2,1-1,2-0,2-2,0-2,3-1
2007,5,Cleveland Cavaliers,3-1,2-1,2-2,2-2,,0-2,0-2,1-3,2-0,1-1,3-1,2-0,2-0,2-0,1-3,4-0,2-0,2-1,1-1,2-2,1-2,3-1,0-2,1-1,2-0,2-0,1-1,3-1,1-1,2-1
2007,6,Dallas Mavericks,2-0,2-0,2-0,1-1,2-0,,3-1,1-1,0-3,3-1,2-0,2-1,3-1,4-0,2-0,2-0,4-0,2-0,4-0,2-0,2-0,2-0,2-2,3-0,4-0,3-1,4-0,2-0,1-2,1-1
2007,7,Denver Nuggets,1-1,1-1,1-1,1-1,2-0,1-3,,0-2,3-1,1-2,2-0,2-1,3-1,2-2,2-0,2-0,2-2,1-1,2-2,1-1,1-1,1-1,1-2,3-1,2-2,1-2,3-1,1-1,1-3,1-1
2007,8,Detroit Pistons,2-1,4-0,2-2,1-3,3-1,1-1,2-0,,0-2,1-1,2-2,2-0,2-0,2-0,2-1,3-1,1-1,4-0,1-1,2-1,4-0,3-1,1-1,1-1,1-1,0-2,2-0,2-1,0-2,2-2
2007,9,Golden State Warriors,0-2,2-0,1-1,1-1,0-2,3-0,1-3,2-0,,2-1,1-1,2-2,0-4,3-1,0-2,0-2,2-1,1-1,3-1,1-1,1-1,2-0,1-3,2-1,3-1,1-3,3-1,1-1,2-2,1-1
2007,10,Houston Rockets,1-1,1-1,2-0,2-0,1-1,1-3,2-1,1-1,1-2,,1-1,3-1,2-2,4-0,2-0,2-0,2-2,2-0,1-3,2-0,2-0,2-0,1-3,2-2,3-0,2-2,3-0,1-1,1-3,2-0
2007,11,Indiana Pacers,3-1,3-1,2-1,1-3,1-3,0-2,0-2,2-2,1-1,1-1,,1-1,1-1,2-0,2-2,4-0,0-2,0-4,1-1,2-1,2-2,2-2,0-2,2-0,0-2,1-1,0-2,1-2,0-2,0-3
2007,12,Los Angeles Clippers,0-2,2-0,2-0,2-0,0-2,1-2,1-2,0-2,2-2,1-3,1-1,,2-2,3-0,2-0,2-0,1-2,1-1,2-2,1-1,1-1,2-0,2-2,3-1,2-2,0-4,2-2,0-2,1-3,1-1
2007,13,Los Angeles Lakers,2-0,2-0,0-2,1-1,0-2,1-3,1-3,0-2,4-0,2-2,1-1,2-2,,2-2,1-1,0-2,3-1,2-0,1-2,0-2,2-0,1-1,1-3,1-2,3-1,2-1,3-1,1-1,2-1,1-1
2007,14,Memphis Grizzlies,0-2,1-1,2-0,1-1,0-2,0-4,2-2,0-2,1-3,0-4,0-2,0-3,2-2,,0-2,0-2,2-1,0-2,1-3,0-2,1-1,1-1,0-4,2-2,1-2,1-3,1-2,1-1,1-3,1-1
2007,15,Miami Heat,4-0,2-1,2-2,1-3,3-1,0-2,0-2,1-2,2-0,0-2,2-2,0-2,1-1,2-0,,2-1,2-0,3-1,1-1,1-3,0-4,1-3,0-2,2-0,2-0,1-1,2-0,2-1,2-0,3-1
2007,16,Milwaukee Bucks,2-1,2-2,2-2,0-4,0-4,0-2,0-2,1-3,2-0,0-2,0-4,0-2,2-0,2-0,1-2,,2-0,1-2,0-2,1-3,1-3,2-1,0-2,1-1,1-1,2-0,1-1,1-3,0-2,1-3
2007,17,Minnesota Timberwolves,0-2,1-1,1-1,2-0,0-2,0-4,2-2,1-1,1-2,2-2,2-0,2-1,1-3,1-2,0-2,0-2,,1-1,1-3,2-0,1-1,2-0,1-3,2-2,2-2,1-2,1-3,0-2,1-3,1-1
2007,18,New Jersey Nets,2-1,2-2,2-1,3-1,1-2,0-2,1-1,0-4,1-1,0-2,4-0,1-1,0-2,2-0,1-3,2-1,1-1,,1-1,4-0,2-2,2-2,0-2,0-2,1-1,0-2,0-2,2-2,2-0,4-0
2007,19,New Orleans/Oklahoma City Hornets,2-0,2-0,1-1,0-2,1-1,0-4,2-2,1-1,1-3,3-1,1-1,2-2,2-1,3-1,1-1,2-0,3-1,1-1,,2-0,1-1,0-2,0-3,1-2,3-1,0-4,2-2,0-2,1-2,1-1
2007,20,New York Knicks,2-1,1-3,2-2,1-3,2-2,0-2,1-1,1-2,1-1,0-2,1-2,1-1,2-0,2-0,3-1,3-1,0-2,0-4,0-2,,2-1,1-3,0-2,1-1,1-1,0-2,1-1,1-3,1-1,2-2
2007,21,Orlando Magic,1-3,3-1,2-2,2-1,2-1,0-2,1-1,0-4,1-1,0-2,2-2,1-1,0-2,1-1,4-0,3-1,1-1,2-2,1-1,1-2,,2-1,0-2,2-0,1-1,1-1,2-0,0-4,2-0,2-2
2007,22,Philadelphia 76ers,3-1,3-1,2-2,1-2,1-3,0-2,1-1,1-3,0-2,0-2,2-2,0-2,1-1,1-1,3-1,1-2,0-2,2-2,2-0,3-1,1-2,,1-1,1-1,1-1,0-2,2-0,1-3,1-1,0-3
2007,23,Phoenix Suns,1-1,2-0,2-0,1-1,2-0,2-2,2-1,1-1,3-1,3-1,2-0,2-2,3-1,4-0,2-0,2-0,3-1,2-0,3-0,2-0,2-0,1-1,,4-0,3-1,1-2,2-1,2-0,1-3,1-1
2007,24,Portland Trail Blazers,1-1,0-2,2-0,0-2,1-1,0-3,1-3,1-1,1-2,2-2,0-2,1-3,2-1,2-2,0-2,1-1,2-2,2-0,2-1,1-1,0-2,1-1,0-4,,2-2,0-4,2-2,1-1,2-2,2-0
2007,25,Sacramento Kings,1-1,2-0,1-1,2-0,0-2,0-4,2-2,1-1,1-3,0-3,2-0,2-2,1-3,2-1,0-2,1-1,2-2,1-1,1-3,1-1,1-1,1-1,1-3,2-2,,0-4,2-1,1-1,2-1,0-2
2007,26,San Antonio Spurs,2-0,1-1,1-1,1-1,0-2,1-3,2-1,2-0,3-1,2-2,1-1,4-0,1-2,3-1,1-1,0-2,2-1,2-0,4-0,2-0,1-1,2-0,2-1,4-0,4-0,,4-0,2-0,2-2,2-0
2007,27,Seattle SuperSonics,2-0,1-1,2-0,0-2,1-1,0-4,1-3,0-2,1-3,0-3,2-0,2-2,1-3,2-1,0-2,1-1,3-1,2-0,2-2,1-1,0-2,0-2,1-2,2-2,1-2,0-4,,1-1,2-2,0-2
2007,28,Toronto Raptors,2-2,3-1,3-0,2-2,1-3,0-2,1-1,1-2,1-1,1-1,2-1,2-0,1-1,1-1,1-2,3-1,2-0,2-2,2-0,3-1,4-0,3-1,0-2,1-1,1-1,0-2,1-1,,0-2,3-1
2007,29,Utah Jazz,2-0,2-0,1-1,2-0,1-1,2-1,3-1,2-0,2-2,3-1,2-0,3-1,1-2,3-1,0-2,2-0,3-1,0-2,2-1,1-1,0-2,1-1,3-1,2-2,1-2,2-2,2-2,2-0,,1-1
2007,30,Washington Wizards,3-1,3-0,2-2,1-3,1-2,1-1,1-1,2-2,1-1,0-2,3-0,1-1,1-1,1-1,1-3,3-1,1-1,0-4,1-1,2-2,2-2,3-0,1-1,0-2,2-0,0-2,2-0,1-3,1-1,
-11,Rk,Team,ATL,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOK,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS
2006,1,Atlanta Hawks,,2-1,1-3,0-3,1-2,0-2,1-1,1-3,1-1,1-1,4-0,0-2,1-1,0-2,1-3,1-3,1-1,1-3,1-1,2-2,2-2,1-2,0-2,0-2,0-2,1-1,0-2,1-3,0-2,1-3
2006,2,Boston Celtics,1-2,,2-1,0-4,0-4,0-2,1-1,0-3,1-1,1-1,3-1,1-1,1-1,1-1,1-3,0-3,1-1,1-3,2-0,3-1,1-3,3-1,0-2,2-0,1-1,0-2,0-2,3-1,2-0,1-3
2006,3,Charlotte Bobcats,3-1,1-2,,2-2,0-3,0-2,0-2,0-4,1-1,1-1,2-2,0-2,1-1,0-2,0-4,0-3,1-1,1-3,0-2,3-0,1-3,3-1,0-2,1-1,1-1,0-2,1-1,1-3,1-1,1-3
2006,4,Chicago Bulls,3-0,4-0,2-2,,0-4,0-2,1-1,0-4,1-1,1-1,2-2,1-1,1-1,1-1,1-2,2-2,1-1,2-1,1-1,2-1,3-1,2-2,0-2,1-1,0-2,1-1,0-2,4-0,1-1,3-1
2006,5,Cleveland Cavaliers,2-1,4-0,3-0,4-0,,1-1,1-1,1-3,0-2,1-1,3-1,1-1,1-1,1-1,2-2,3-1,1-1,2-2,2-0,1-2,3-1,2-2,1-1,1-1,1-1,1-1,1-1,3-0,2-0,1-3
2006,6,Dallas Mavericks,2-0,2-0,2-0,2-0,1-1,,3-1,1-1,1-3,4-0,2-0,3-1,1-2,3-1,2-0,1-1,2-1,1-1,4-0,1-1,1-1,1-1,2-2,4-0,2-1,2-2,3-0,2-0,3-1,2-0
2006,7,Denver Nuggets,1-1,1-1,2-0,1-1,1-1,1-3,,1-1,2-1,2-2,2-0,1-3,1-2,2-1,2-0,1-1,3-1,0-2,2-1,2-0,1-1,1-1,1-3,4-0,1-3,2-2,2-2,2-0,1-3,1-1
2006,8,Detroit Pistons,3-1,3-0,4-0,4-0,3-1,1-1,1-1,,2-0,2-0,3-1,2-0,1-1,2-0,3-1,3-1,2-0,2-2,2-0,3-1,2-1,3-0,2-0,2-0,2-0,2-0,2-0,3-1,0-2,0-3
2006,9,Golden State Warriors,1-1,1-1,1-1,1-1,2-0,3-1,1-2,0-2,,1-3,0-2,1-3,0-4,0-3,1-1,1-1,2-2,1-1,1-2,2-0,1-1,1-1,1-3,4-0,2-2,0-4,2-1,2-0,1-3,0-2
2006,10,Houston Rockets,1-1,1-1,1-1,1-1,1-1,0-4,2-2,0-2,3-1,,1-1,2-2,1-2,0-4,0-2,2-0,2-2,1-1,1-3,2-0,1-1,1-1,0-3,2-1,2-2,0-4,3-1,0-2,1-2,2-0
2006,11,Indiana Pacers,0-4,1-3,2-2,2-2,1-3,0-2,0-2,1-3,2-0,1-1,,2-0,1-1,1-1,2-1,2-2,1-1,2-1,2-0,2-2,3-0,2-1,0-2,2-0,2-0,0-2,1-1,2-2,2-0,2-2
2006,12,Los Angeles Clippers,2-0,1-1,2-0,1-1,1-1,1-3,3-1,0-2,3-1,2-2,0-2,,2-2,1-3,1-1,2-0,3-1,1-1,1-2,2-0,2-0,1-1,2-2,3-0,0-4,1-2,3-1,2-0,2-1,2-0
2006,13,Los Angeles Lakers,1-1,1-1,1-1,1-1,1-1,2-1,2-1,1-1,4-0,2-1,1-1,2-2,,1-3,1-1,2-0,1-3,0-2,3-1,2-0,2-0,1-1,1-3,2-2,2-2,1-3,2-1,2-0,2-2,1-1
2006,14,Memphis Grizzlies,2-0,1-1,2-0,1-1,1-1,1-3,1-2,0-2,3-0,4-0,1-1,3-1,3-1,,0-2,1-1,3-1,1-1,1-3,2-0,2-0,0-2,2-1,2-1,2-2,0-4,3-1,2-0,3-1,2-0
2006,15,Miami Heat,3-1,3-1,4-0,2-1,2-2,0-2,0-2,1-3,1-1,2-0,1-2,1-1,1-1,2-0,,3-1,1-1,1-3,1-1,3-0,2-2,3-0,0-2,2-0,2-0,0-2,2-0,3-1,2-0,4-0
2006,16,Milwaukee Bucks,3-1,3-0,3-0,2-2,1-3,1-1,1-1,1-3,1-1,0-2,2-2,0-2,0-2,1-1,1-3,,1-1,1-3,1-1,3-1,2-2,3-1,1-1,2-0,0-2,1-1,1-1,2-1,0-2,2-1
2006,17,Minnesota Timberwolves,1-1,1-1,1-1,1-1,1-1,1-2,1-3,0-2,2-2,2-2,1-1,1-3,3-1,1-3,1-1,1-1,,1-1,1-2,2-0,1-1,0-2,1-2,2-2,2-1,0-4,2-2,0-2,1-3,1-1
2006,18,New Jersey Nets,3-1,3-1,3-1,1-2,2-2,1-1,2-0,2-2,1-1,1-1,1-2,1-1,2-0,1-1,3-1,3-1,1-1,,2-0,3-1,3-0,1-3,1-1,1-1,0-2,0-2,1-1,3-1,1-1,2-1
2006,19,New Orleans/Oklahoma City Hornets,1-1,0-2,2-0,1-1,0-2,0-4,1-2,0-2,2-1,3-1,0-2,2-1,1-3,3-1,1-1,1-1,2-1,0-2,,2-0,1-1,1-1,1-3,3-1,2-2,1-3,3-1,2-0,1-3,1-1
2006,20,New York Knicks,2-2,1-3,0-3,1-2,2-1,1-1,0-2,1-3,0-2,0-2,2-2,0-2,0-2,0-2,0-3,1-3,0-2,1-3,0-2,,1-3,1-3,1-1,1-1,1-1,0-2,2-0,1-3,2-0,1-3
2006,21,Orlando Magic,2-2,3-1,3-1,1-3,1-3,1-1,1-1,1-2,1-1,1-1,0-3,0-2,0-2,0-2,2-2,2-2,1-1,0-3,1-1,3-1,,3-1,1-1,1-1,1-1,1-1,1-1,1-2,1-1,2-2
2006,22,Philadelphia 76ers,2-1,1-3,1-3,2-2,2-2,1-1,1-1,0-3,1-1,1-1,1-2,1-1,1-1,2-0,0-3,1-3,2-0,3-1,1-1,3-1,1-3,,0-2,1-1,2-0,1-1,1-1,3-1,0-2,2-2
2006,23,Phoenix Suns,2-0,2-0,2-0,2-0,1-1,2-2,3-1,0-2,3-1,3-0,2-0,2-2,3-1,1-2,2-0,1-1,2-1,1-1,3-1,1-1,1-1,2-0,,3-1,2-2,1-3,2-2,2-0,2-1,1-1
2006,24,Portland Trail Blazers,2-0,0-2,1-1,1-1,1-1,0-4,0-4,0-2,0-4,1-2,0-2,0-3,2-2,1-2,0-2,0-2,2-2,1-1,1-3,1-1,1-1,1-1,1-3,,1-2,0-4,1-3,1-1,0-4,1-1
2006,25,Sacramento Kings,2-0,1-1,1-1,2-0,1-1,1-2,3-1,0-2,2-2,2-2,0-2,4-0,2-2,2-2,0-2,2-0,1-2,2-0,2-2,1-1,1-1,0-2,2-2,2-1,,1-2,3-1,1-1,3-1,0-2
2006,26,San Antonio Spurs,1-1,2-0,2-0,1-1,1-1,2-2,2-2,0-2,4-0,4-0,2-0,2-1,3-1,4-0,2-0,1-1,4-0,2-0,3-1,2-0,1-1,1-1,3-1,4-0,2-1,,2-1,2-0,3-0,1-1
2006,27,Seattle SuperSonics,2-0,2-0,1-1,2-0,1-1,0-3,2-2,0-2,1-2,1-3,1-1,1-3,1-2,1-3,0-2,1-1,2-2,1-1,1-3,0-2,1-1,1-1,2-2,3-1,1-3,1-2,,1-1,3-1,1-1
2006,28,Toronto Raptors,3-1,1-3,3-1,0-4,0-3,0-2,0-2,1-3,0-2,2-0,2-2,0-2,0-2,0-2,1-3,1-2,2-0,1-3,0-2,3-1,2-1,1-3,0-2,1-1,1-1,0-2,1-1,,0-2,1-2
2006,29,Utah Jazz,2-0,0-2,1-1,1-1,0-2,1-3,3-1,2-0,3-1,2-1,0-2,1-2,2-2,1-3,0-2,2-0,3-1,1-1,3-1,0-2,1-1,2-0,1-2,4-0,1-3,0-3,1-3,2-0,,1-1
2006,30,Washington Wizards,3-1,3-1,3-1,1-3,3-1,0-2,1-1,3-0,2-0,0-2,2-2,0-2,1-1,0-2,0-4,1-2,1-1,1-2,1-1,3-1,2-2,2-2,1-1,1-1,2-0,1-1,1-1,2-1,1-1,
-12,Rk,Team,ATL,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOH,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS
2005,1,Atlanta Hawks,,1-3,1-3,0-4,0-4,1-1,0-2,1-3,0-2,1-1,0-3,0-2,1-1,0-2,0-4,1-2,1-1,0-3,1-1,1-3,1-3,1-3,0-2,0-2,0-2,0-2,0-2,1-2,0-2,0-4
2005,2,Boston Celtics,3-1,,4-0,2-2,1-2,0-2,0-2,1-3,1-1,1-1,1-2,2-0,1-1,1-1,1-2,3-1,1-1,1-3,2-0,3-1,3-0,1-3,1-1,1-1,0-2,0-2,2-0,3-1,2-0,3-1
2005,3,Charlotte Bobcats,3-1,0-4,,0-4,0-4,0-2,1-1,2-1,0-2,2-0,0-3,0-2,0-2,0-2,1-3,0-4,1-1,0-4,1-1,1-3,3-1,0-3,0-2,0-2,1-1,0-2,0-2,1-2,1-1,0-4
2005,4,Chicago Bulls,4-0,2-2,4-0,,2-2,1-1,1-1,2-2,1-1,0-2,2-2,0-2,1-1,2-0,1-3,2-2,2-0,0-4,1-1,4-0,3-0,2-1,0-2,2-0,1-1,0-2,1-1,3-0,2-0,1-2
